774822/name/0	King Ludwig Beerhall
816218/cuisine/1	Asian
816218/dietary_restrictions/0	None
816218/location/0	Tsim Sha Tsui
816218/location/1	Kowloon
816218/location/2	Yau Tsim Mong District
816324/name/0	Crystal Jade La Mian Xiao Long Bao
816324/address/0	Shop 3328, Level 3, Gateway Arcade, Harbour City, 3-27 Canton Road, Tsim Sha Tsui, Kowloon
816324/cuisine/0	Chinese
816324/cuisine/1	Asian
816324/dietary_restrictions/0	Vegetarian Friendly
816324/location/0	Tsim Sha Tsui
816324/location/1	Kowloon
816324/location/2	Yau Tsim Mong District
816873/name/0	Tim Kee French Sandwiches
816873/address/0	Shop C, 26 Man Yuen Street, Jordon, Kowloon
816873/cuisine/0	Fast Food
816873/cuisine/1	Vietnamese
816873/dietary_restrictions/0	None
816873/location/0	Jordan / Yau Ma Tei
816873/location/1	Kowloon
816873/location/2	Austin
816873/location/3	Yau Tsim Mong District
816950/name/0	Robatayaki
816950/address/0	G/F, Two Harbourfront, No.22 Tak Fung Street Whampoa Garden
816950/cuisine/0	Japanese
816950/cuisine/1	Asian
816950/cuisine/2	Grill
816950/dietary_restrictions/0	None
816950/location/0	Kowloon City District
816950/location/1	Kowloon
816950/location/2	Whampoa
817435/name/0	Pak Loh Chiu Chow Restaurant
817435/address/0	23-25 Hysan Avenue, Causeway Bay
817435/cuisine/0	Chinese
817435/cuisine/1	Asian
817435/dietary_restrictions/0	None
817435/location/0	Wan Chai / Causeway Bay
817435/location/1	Hong Kong Island
841139/name/0	Zuma
841139/address/0	15 Queen's Road Landmark Atrium - Level 5 & 6
841139/cuisine/0	Japanese
841139/cuisine/1	Sushi
841139/cuisine/2	Asian
841139/dietary_restrictions/0	Vegetarian Friendly
841139/dietary_restrictions/1	Vegan Options
841139/dietary_restrictions/2	Gluten Free Options
841139/location/0	Central
841139/location/1	Central District
841139/location/2	Hong Kong Island
844402/name/0	Morton's - The Steakhouse
844402/address/0	4th Floor, The Sheraton Hotel & Towers, No.20 Nathan Road, Tsim Sha Tsui 20 Nathan Road, Kowloon
844402/cuisine/0	American
844402/cuisine/1	Steakhouse
844402/dietary_restrictions/0	Gluten Free Options
844402/location/0	Tsim Sha Tsui
844402/location/1	Kowloon
844402/location/2	Yau Tsim Mong District
844687/name/0	Outback Steakhouse
844687/address/0	Shop 3-5,L2, Discovery Park Shopping Centre
844687/cuisine/0	Australian
844687/cuisine/1	Steakhouse
844687/dietary_restrictions/0	None
844687/location/0	New Territories
844687/location/1	Tsuen Wan
847091/name/0	Megan's Kitchen
847091/address/0	5/F Lucky Centre 165-171 Wanchai Road, Wanchai
847091/cuisine/0	Chinese
847091/cuisine/1	Asian
847091/cuisine/2	Soups
847091/dietary_restrictions/0	None
847091/location/0	Wan Chai / Causeway Bay
847091/location/1	Hong Kong Island
850042/name/0	Chee Kei
850042/address/0	G/F, No.52 Lock Road
850042/cuisine/0	Chinese
850042/cuisine/1	Asian
850042/cuisine/2	Soups
850042/dietary_restrictions/0	None
850042/location/0	Wan Chai / Causeway Bay
850042/location/1	Hong Kong Island
850296/name/0	Bostonian Seafood & Grill
850296/address/0	8 Peking Road 8 Peking Road, Tsim Sha Tsui
850296/cuisine/0	American
850296/cuisine/1	Seafood
850296/dietary_restrictions/0	None
850296/location/0	Tsim Sha Tsui
850296/location/1	Kowloon
850296/location/2	Yau Tsim Mong District
866515/name/0	Nara Thai Resturant
866515/address/0	75 Mody Rd
866515/cuisine/0	Asian
866515/cuisine/1	Thai
866515/dietary_restrictions/0	Vegetarian Friendly
866515/dietary_restrictions/1	Vegan Options
866515/location/0	Tsim Sha Tsui
866515/location/1	Kowloon
866515/location/2	Yau Tsim Mong District
874046/name/0	Lao Shang Hai Restaurant
874046/address/0	288 Hennessy Road, Wan Chai Shop 101-104, 1/F, Emperor Group Centre
874046/cuisine/0	Chinese
874046/cuisine/1	Asian
874046/dietary_restrictions/0	Vegetarian Friendly
874046/location/0	Wan Chai / Causeway Bay
874046/location/1	Hong Kong Island
874046/location/2	Hennessy Road
877804/name/0	Nicholini's, Conrad Hong Kong
877804/address/0	Pacific Place 88 Queensway
877804/cuisine/0	Italian
877804/cuisine/1	European
877804/dietary_restrictions/0	Vegetarian Friendly
877804/dietary_restrictions/1	Vegan Options
877804/dietary_restrictions/2	Gluten Free Options
877804/location/0	Hong Kong Island
877804/location/1	Tai Fat Hau
877906/name/0	Sole Mio
877906/address/0	Upper Ground Floor,51 Elgin Street, Soho, Central Look up 1st Floor from escalator
877906/cuisine/0	Italian
877906/cuisine/1	Pizza
877906/cuisine/2	Romana
877906/cuisine/3	Lazio
877906/cuisine/4	Central-Italian
877906/dietary_restrictions/0	Vegetarian Friendly
877906/dietary_restrictions/1	Gluten Free Options
877906/location/0	Central
877906/location/1	Mid Levels
877906/location/2	Hong Kong Island
877906/location/3	Central District
878088/name/0	The Lobby at the Peninsula Hong Kong
878088/address/0	Salisbury Road
878088/cuisine/0	European
878088/cuisine/1	British
878088/cuisine/2	International
878088/dietary_restrictions/0	Vegetarian Friendly
878088/dietary_restrictions/1	Vegan Options
878088/dietary_restrictions/2	Gluten Free Options
878088/location/0	Tsim Sha Tsui
878088/location/1	Kowloon
878088/location/2	Yau Tsim Mong District
878165/name/0	Crystal Jade La Mian Xiao Long Bao
878165/address/0	Shop B221A, B2, Times Square,1 Matheson Street, Causeway Bay
878165/cuisine/0	Chinese
878165/cuisine/1	Asian
878165/dietary_restrictions/0	None
878165/location/0	Wan Chai / Causeway Bay
878165/location/1	Hong Kong Island
878165/location/2	Canal Road
878223/name/0	Locomotive Contemproary Vietnamese Cuisine
878223/address/0	G/F., 11 Wun Sha Street, Tai Hang, Hong Kong
878223/cuisine/0	Asian
878223/cuisine/1	Vietnamese
878223/dietary_restrictions/0	None
878223/location/0	Tai Hang
878223/location/1	Hong Kong Island
878236/name/0	Loaf On Cuisine Company Limited
878236/address/0	49 See Cheung St., Sai Kung, Hong Kong
878236/cuisine/0	Chinese
878236/cuisine/1	Seafood
878236/cuisine/2	Asian
878236/dietary_restrictions/0	None
878236/location/0	New Territories
878236/location/1	Sai Kung
887106/name/0	Yun Yan
887106/address/0	Shop 1001B, 10/F Times Square, No.1 Matheson Street, Causeway Bay, Hong Kong Island
887106/cuisine/0	Chinese
887106/cuisine/1	Asian
887106/dietary_restrictions/0	None
887106/location/0	Wan Chai / Causeway Bay
887106/location/1	Hong Kong Island
887106/location/2	Canal Road
896896/name/0	Merhaba
896896/address/0	Knutsford Terrace 12
896896/cuisine/0	Middle Eastern
896896/cuisine/1	Turkish
896896/dietary_restrictions/0	Halal
896896/location/0	Tsim Sha Tsui
896896/location/1	Kowloon
896896/location/2	Yau Tsim Mong District
896906/name/0	Cafe Kool
896906/address/0	M/F, Kowloon Shangri-La Hotel, No.64 Mody Road, Tsim Sha Tsui 64 Mody Road, Tsimshatsui East, Kowloon
896906/cuisine/0	International
896906/cuisine/1	Asian
896906/dietary_restrictions/0	Vegetarian Friendly
896906/dietary_restrictions/1	Vegan Options
896906/dietary_restrictions/2	Gluten Free Options
896906/location/0	Tsim Sha Tsui
896906/location/1	Kowloon
896906/location/2	Yau Tsim Mong District
912108/name/0	Caprice
912108/address/0	6F, Four Seasons Hotel, Central Four Seasons Hotel Hong Kong
912108/cuisine/0	French
912108/cuisine/1	European
912108/dietary_restrictions/0	Vegetarian Friendly
912108/dietary_restrictions/1	Vegan Options
912108/dietary_restrictions/2	Gluten Free Options
912108/location/0	Central
912108/location/1	Central District
912108/location/2	Hong Kong Island
914346/name/0	Petrus
914346/address/0	Level 56, Island Shangri-La Hong Kong, Pacific Place, Supreme Court Road, Central 56/F, Island Shangri-La Hong Kong, Phrase 2,Pacific Place
914346/cuisine/0	French
914346/dietary_restrictions/0	Vegetarian Friendly
914346/dietary_restrictions/1	Vegan Options
914346/dietary_restrictions/2	Gluten Free Options
914346/location/0	Hong Kong Island
914346/location/1	Tai Fat Hau
919007/name/0	Ebeneezer's Kebab
919007/address/0	52 Lochhart Road
919007/cuisine/0	Fast Food
919007/cuisine/1	Middle Eastern
919007/dietary_restrictions/0	Halal
919007/location/0	Wan Chai / Causeway Bay
919007/location/1	Hong Kong Island
919007/location/2	Tai Fat Hau
919424/name/0	Double Happiness Cafe
919424/address/0	48 Staunton St. Central
919424/cuisine/0	Chinese
919424/cuisine/1	Asian
919424/dietary_restrictions/0	None
919424/location/0	Central
919424/location/1	Central District
919424/location/2	Hong Kong Island
919498/name/0	Mak's Noodle
919498/address/0	77 Wellington St., Central
919498/cuisine/0	Chinese
919498/cuisine/1	Asian
919498/cuisine/2	Soups
919498/dietary_restrictions/0	None
919498/location/0	Central
919498/location/1	Central District
919498/location/2	Hong Kong Island
927159/name/0	Jin Luo Bao Korean Restaurant
927159/address/0	1 Great George Street,, Causeway Bay 6/F, Island Beverley
927159/cuisine/0	Barbecue
927159/cuisine/1	Asian
927159/cuisine/2	Korean
927159/dietary_restrictions/0	None
927159/location/0	Wan Chai / Causeway Bay
927159/location/1	Hong Kong Island
927162/name/0	Imasa
927162/address/0	1/F, The Peninsula Hong Kong, Salisbury Road Tsim Sha Shui
927162/cuisine/0	Japanese
927162/cuisine/1	Sushi
927162/cuisine/2	Asian
927162/dietary_restrictions/0	Vegetarian Friendly
927162/dietary_restrictions/1	Vegan Options
927162/location/0	Tsim Sha Tsui
927162/location/1	Kowloon
927162/location/2	Yau Tsim Mong District
927163/name/0	Yan Toh Heen
927163/address/0	18 Salisbury Road, Tsim Sha Tsui InterContinental Hong Kong
927163/cuisine/0	Chinese
927163/cuisine/1	Asian
927163/dietary_restrictions/0	Vegetarian Friendly
927163/dietary_restrictions/1	Vegan Options
927163/dietary_restrictions/2	Gluten Free Options
927163/location/0	Tsim Sha Tsui
927163/location/1	Kowloon
927163/location/2	Yau Tsim Mong District
929002/name/0	Tak Kee Chiu Chou Restaurant
929002/address/0	G/F, 535 Queen's Road West, Sai Wan
929002/cuisine/0	Chinese
929002/cuisine/1	Asian
929002/dietary_restrictions/0	None
929002/location/0	Western (Sai Wan)
929002/location/1	Belcher
929002/location/2	Hong Kong Island
929002/location/3	Western District
929169/name/0	Little Fat Sheep Sabu sabu
929169/address/0	68_1_F5-5B
929169/cuisine/0	Chinese
929169/cuisine/1	Asian
929169/dietary_restrictions/0	None
929169/location/0	New Territories
929169/location/1	Tsuen Wan
934359/name/0	Shikigiku at IFC
934359/address/0	8 Finance Street Shop 4001-4007, Podium level 4, IFC mall
934359/cuisine/0	Japanese
934359/cuisine/1	Sushi
934359/cuisine/2	Asian
934359/dietary_restrictions/0	None
934359/location/0	Central
934359/location/1	Central District
934359/location/2	Hong Kong Island
935030/name/0	Kyoto Joe
935030/address/0	30-36 D'Aguilar St Lan Kwai Fong, Central 23/F California Tower
935030/cuisine/0	Japanese
935030/cuisine/1	Sushi
935030/cuisine/2	Asian
935030/dietary_restrictions/0	Vegan Options
935030/dietary_restrictions/1	Vegetarian Friendly
935030/dietary_restrictions/2	Gluten Free Options
935030/location/0	Central
935030/location/1	Central District
935030/location/2	Hong Kong Island
938741/name/0	Hoi On Cafe
938741/address/0	17 Connaught Road West, Sheung Wan
938741/cuisine/0	Cafe
938741/cuisine/1	Asian
938741/dietary_restrictions/0	None
938741/location/0	Sheung Wan
938741/location/1	Central District
938741/location/2	Hong Kong Island
938999/name/0	Peking Garden Restaurant
938999/address/0	16-20 Chater Road Shop B1, Basement 1, Alexandra House
938999/cuisine/0	Chinese
938999/dietary_restrictions/0	Vegetarian Friendly
938999/dietary_restrictions/1	Gluten Free Options
938999/location/0	Central
938999/location/1	Central District
938999/location/2	Hong Kong Island
939504/name/0	Amber
939504/address/0	No.15 Queen's Road Central 7/F, The Landmark Mandarin Oriental
939504/cuisine/0	Contemporary
939504/dietary_restrictions/0	Vegetarian Friendly
939504/dietary_restrictions/1	Vegan Options
939504/location/0	Central
939504/location/1	Central District
939504/location/2	Hong Kong Island
940224/name/0	Felix
940224/address/0	The Peninsula Hotel, Salisbury Road, Tsim Sha Tsui
940224/cuisine/0	European
940224/cuisine/1	Contemporary
940224/dietary_restrictions/0	Vegetarian Friendly
940224/dietary_restrictions/1	Vegan Options
940224/dietary_restrictions/2	Gluten Free Options
940224/location/0	Tsim Sha Tsui
940224/location/1	Kowloon
940224/location/2	Yau Tsim Mong District
941797/name/0	Shikigiku Japanese Restaurant
941797/address/0	Mody Road
941797/cuisine/0	Japanese
941797/cuisine/1	Sushi
941797/cuisine/2	Asian
941797/dietary_restrictions/0	Vegetarian Friendly
941797/location/0	Tsim Sha Tsui
941797/location/1	Kowloon
941797/location/2	Yau Tsim Mong District
941905/name/0	Gyu Jin ShabuShabu& Sukiyaki
941905/address/0	418 Kwun Tong Road
941905/cuisine/0	Asian
941905/cuisine/1	Japanese
941905/dietary_restrictions/0	None
941905/location/0	Kwun Tong
941905/location/1	Kowloon
941905/location/2	Kwun Tong District
941989/name/0	Mandarin Grill + Bar at Mandarin Oriental, Hong Kong
941989/address/0	5 Connaught Road Central
941989/cuisine/0	European
941989/dietary_restrictions/0	Vegetarian Friendly
941989/dietary_restrictions/1	Vegan Options
941989/dietary_restrictions/2	Gluten Free Options
941989/location/0	Central
941989/location/1	Central District
941989/location/2	Hong Kong Island
943734/name/0	Spring Deer
943734/address/0	2/F, 42 Mody Road, Tsim Sha Tsui
943734/cuisine/0	Chinese
943734/cuisine/1	Asian
943734/dietary_restrictions/0	Vegetarian Friendly
943734/location/0	Tsim Sha Tsui
943734/location/1	Kowloon
943734/location/2	Yau Tsim Mong District
945662/name/0	Ebeneezer's Kebab
945662/address/0	25 D'Aguilar Street, Lan Kwai Fong
945662/cuisine/0	Indian
945662/cuisine/1	Fast Food
945662/cuisine/2	Middle Eastern
945662/dietary_restrictions/0	Halal
945662/location/0	Central
945662/location/1	Central District
945662/location/2	Hong Kong Island
946761/name/0	Genki Sushi
946761/address/0	Shop 1-3, 2/F, Tsuen Kam Centre, 328-338 Castle Peak Road
946761/cuisine/0	Japanese
946761/cuisine/1	Sushi
946761/cuisine/2	Asian
946761/dietary_restrictions/0	Vegetarian Friendly
946761/location/0	New Territories
946761/location/1	Tuen Mun
946820/name/0	Golden Bull French Vietnamese Cuisine
946820/address/0	G/F, 9 Chatham Road, Tsim Sha Tsui, Hong Kong Tsim Sha Tsui
946820/cuisine/0	Asian
946820/cuisine/1	Vietnamese
946820/cuisine/2	French
946820/dietary_restrictions/0	None
946820/location/0	Tsim Sha Tsui
946820/location/1	Kowloon
946820/location/2	Yau Tsim Mong District
946831/name/0	The Swiss Chalet
946831/address/0	8 Hart Avenue, Tsimshatsui, Kowloon
946831/cuisine/0	Swiss
946831/cuisine/1	European
946831/cuisine/2	Central European
946831/cuisine/3	International
946831/dietary_restrictions/0	Vegetarian Friendly
946831/location/0	Tsim Sha Tsui
946831/location/1	Kowloon
946831/location/2	Yau Tsim Mong District
948065/name/0	Outback Steakhouse
948065/address/0	22-36 Peterson StreeT
948065/cuisine/0	Steakhouse
948065/cuisine/1	Australian
948065/dietary_restrictions/0	None
948065/location/0	Wan Chai / Causeway Bay
948065/location/1	Hong Kong Island
950750/name/0	Nantei Yakitori
950750/address/0	Staunton Street
950750/cuisine/0	Japanese
950750/cuisine/1	Asian
950750/dietary_restrictions/0	None
950750/location/0	Central
950750/location/1	Central District
950750/location/2	Hong Kong Island
951211/name/0	Bookworm Cafe
951211/address/0	79 Main Street Yung Shue Wan
951211/cuisine/0	Cafe
951211/dietary_restrictions/0	Vegetarian Friendly
951211/dietary_restrictions/1	Vegan Options
951211/location/0	New Territories
951211/location/1	Islands District
951211/location/2	Lamma Island
967056/name/0	Delicious Kitchen
967056/address/0	Shop B, G/F, 9-11 Cleveland Street, Causeway Bay
967056/cuisine/0	Chinese
967056/cuisine/1	Asian
967056/dietary_restrictions/0	None
967056/location/0	Wan Chai / Causeway Bay
967056/location/1	Hong Kong Island
968520/name/0	Bulldog's Bar & Grill
968520/address/0	G5 & UG15, Tsim Sha Tsui Centre,No.66 Mody Road
968520/cuisine/0	Bar
968520/cuisine/1	British
968520/cuisine/2	Pub
968520/dietary_restrictions/0	None
968520/location/0	Tsim Sha Tsui
968520/location/1	Kowloon
968520/location/2	Yau Tsim Mong District
969467/name/0	Ye Shanghai
969467/address/0	Pacific Place, Level 3, Shop 332, 88 Queensway Admiralty
969467/cuisine/0	Chinese
969467/cuisine/1	Asian
969467/dietary_restrictions/0	Vegetarian Friendly
969467/dietary_restrictions/1	Gluten Free Options
969467/location/0	Tsim Sha Tsui
969467/location/1	Kowloon
969467/location/2	Yau Tsim Mong District
969482/name/0	Ruth's Chris Steak House
969482/address/0	1F, 108-100 Tsim Sha Tsui Centre, 66 Mody Road, Tsim Sha Tsui East Shop 108-110
969482/cuisine/0	American
969482/cuisine/1	Steakhouse
969482/dietary_restrictions/0	None
969482/location/0	Tsim Sha Tsui
969482/location/1	Kowloon
969482/location/2	Yau Tsim Mong District
1010399/name/0	EXP
1010399/address/0	UG23 Festival Walk, Tat Chee Ave
1010399/cuisine/0	Pizza
1010399/cuisine/1	Asian
1010399/dietary_restrictions/0	Vegetarian Friendly
1010399/dietary_restrictions/1	Vegan Options
1010399/location/0	Sham Shui Po District
1010399/location/1	Kowloon
1010446/name/0	Watermark
1010446/address/0	Central Pier No.7
1010446/cuisine/0	Seafood
1010446/dietary_restrictions/0	None
1010446/location/0	Central
1010446/location/1	Central District
1010446/location/2	Hong Kong Island
1011289/name/0	Ebeneezer's Kebab
1011289/address/0	3a Discovery Bay Plaza
1011289/dietary_restrictions/0	Halal
1011289/location/0	Tsim Sha Tsui
1011289/location/1	Kowloon
1011289/location/2	Yau Tsim Mong District
1014415/name/0	Morihachi Yakiniku
1014415/address/0	3/F, Ying Kong Mansion, 2-6 Yee Wo Street, Causeway Bay
1014415/cuisine/0	Japanese
1014415/cuisine/1	Barbecue
1014415/cuisine/2	Asian
1014415/dietary_restrictions/0	None
1014415/location/0	Wan Chai / Causeway Bay
1014415/location/1	Hong Kong Island
1015144/name/0	Cafe Siam
1015144/address/0	2/F - 3/F, The Plaza, No.21 D' Aguilar Street, Central
